filename,extracted_text,invoice_number,total_amount,error
2028837229.tif,"NEUE ANSLHRIF I: ESCHBUKNER LANUSTR. 135 |

ZINSSER
6uOU FRANKFUKE ¥6 ANALYTIC

reueronenunmens vay / 749 sue 4000 73
ses nvencome marserses? soot 9 te Selo HO GMBH

 

 

INST.F.BL0LUG. FORSCHUNG esr ByOLUG FORSCHUNG:
FUGGERSTRR. 3 FUGGERSIRR. 5 |
5000 KoLN 90 SUOU KOLN 90 \
{
'
AU614H FR .WULLES _-— ouououst
Ive BestettNe

 

ite bei Zahhing angeben ————v

‘er’soUu30

    

  
   
 
         
        
    
         
   
 
 
     
   
     
     
 

RegnryyN

DESTELL atu: 17.09.87

Autrage Ne Batu
Ouys4us 6 17.09.87

 

Lieferschein

 

Versandort

 

artic te
01 guouusuuUd

tet
ENVOTHECTAL CELL

GROWTH SUPPLEM. 13m0
FEILLLEFERUNG

 

02} out tuuuuuY

PUIt(U/VERPALKUNG:
THLAND
HHOLKENE C's

5] ouvtuvuur:

ua) ov suuuuues

WARENANNAHME|
We 0285~ 24, Sep, 1987
KST.: COL

ZN. ¢

  

  

 

 

ZAHLBAK INNERHALB SUIALEN MIT U-UUX SKONTO

PRAZISE PIPEFIIEREN UND DUSTEREN MET fECAN-DILUIER/D {SPENSER

car EH EES al

fetvavAnassAnerro — STADISPARKASSEFRaNFURI —-FOSTSCIECKAMT nan

 
 

Meneesinnaanhiont

 

 

wancasecsi?",,,
2043234554.tif,"information
resources:

150 n. clinton st. * chicago, il., 60661-1416 + (312) 726-1221

 

INVOICE

 

MS. BARBARA WEINSTEIN
PHILIP MORRIS, U.S.A
120 PARK AVENUE

6TH FLOOR

NEW YORK, NY, 10017

PROJECT NUMBER: 00112-012-051

INFOSCAN: CIGARETTES
VIRGINIA SLIMS SUPER SLIMS
PANEL DATA FROM 1987 TO 1992

TOTAL DUE

 

INVOICE # 131300

JUNE 12, 1992

$65,000.00

 

 

PLEASE REMIT ALL PAYMENTS TO:
INFORMATION RESOURCES INC.
P.O. BOX 71156
CHICAGO, ILLINOIS 60694

TERMS: NET 30 DAYS: 4.5% PER MONTH PENALTY FOR PAYMENT BEYOND 30 DAYS.

ORIGINAL

bSSbezerer

IRL-101
bd 10/91",MS,,
518660186+-0186.tif,"JASMIN 3OIOANI SIL,

51866 0186
“gzas e.snwoLty oNiarroM $1809

 

sevauoaa 3otld =

‘vno tunon uaa wnt go sou souks VN ANSE Th
ATUIR HAY Rs resuby iv eauuisnoo ScIONHOMSWN GaLSTTaAOaY BAL 30 3ONYiGSOOY

   

HL STSISNOESSL LON “SHNOH ¥2 NIKLUM GBLNOdSE 38 SAN S3OVIBOHS HOd SWITO TG

""i encore mese ' SS 4
NO A¥d O1 SUNTIVS ""'SHRELL —

: SETS

 

 

 

'BONVAGY 3Olkid = ¥

 

 

 

 

 

 

 

 

    

 

 

 
 

       

    

 

 

 

    
  

 

 

 

 

 

 

 

 

 

 

 

 

WLI MSN NAS swese mon
ANNO2S10_T¥I934s_ $537
omy MOAVIZ IIs Ane 183e | 12 OZ |zoTLe Hee
anno3sig Wwr938s $537
TL AOHINSW “AOS AS30], 12, 0€ « |seTLE y766y
4n02$10IW133eS SS37 i
[7 JOHINSK Ana 43a |) 12 09. |egtze S46By
- “AY NOASNIN | 42.$ _ |€TOCO OOEZ
ay DEES Spwias ovIA | 22 8 09800. 062%
: watvs | 13 cr |zzo00 ooEz
Hse a divak | 125 94800 ozs.
- 1) oyostayw.| 13 ce | le1s09 oozed
EE 12 5% feotoo ooze,
13,0¢ _\eesoo o0zez 98s t00
ae - 27° OT ~ fysZ00, 0022 “TZET0O.
. S  fer#00 Oza S$4000
fee. § + |or000. GoEzY .TTTEOO,|
: ae = __ lez000_ooe21) 824200
3 Se os AV NOLSNIM [49's 100d OdeRI"":
er Ly igay) | 13 cy &|zocoo ooez
Ove tive | 13 021 |roso0 oozed
. 13 tre-rc000 o0¢2
ig = “ 42 99 &|z0000 oo€z
41 ovagwyK | 42 o¢ | p9e00 c0z82|
es Sana | 12 09 <|eoo00"" 00821
pucetuva | 12 GF  eze00 9028:
aura folod <O'trugw | 12S |tz800, 00284]
se.¢o SNIT NOTd
aR Wee |_| awisw ons | expeed NOURESSS ae 3a
| enooservo | tres-o17 to | BO SEINSOW RVG BIOG,.. C10
owas ov snows zal nome ours! goss wu
TE99-917 £08 92516 Co ar xvi
Sve"" SANYYS se
30s ss¥d SANvE9 xog *ote CL 4tn5t SS¥d_SANVBD
OATE TWIHLOO3 O2Sz eate TI1H1003 0252
ANYGs03 TID NIAID on 0 s ANYdKOD TIO NIATOS on
° Te yaa 7 S291S> ins",,,
87103769.tif,"FXEMICROBIOLOGICAL 2% strceweu ro

R ROCKVILLE, MO 20850 PLEASE REFER TO OUR WWVO
aa ©. TELEPHONE: (301) 738-1000 NUMBER ON ALL PAYMENTS ¢

     
   
  
    
    
   

FAX: (201) 738-1036 . ‘connesroNDENce >
see INVOICE NUMBER:
#CORTLUARD RESEARCH’ CENTER Y GaTt64.41
: P.0. BOX 21688 MVOWE bare: 06713789
j 420 ENGLISH STREET

ATTN: DR. DAN HECK
GREENSBORO, NC 27420

PAYMENT.

 

 

 

 

 

 

 

 

C-7164.115
: ‘UNIT PRICE..."" ""Ext PRICE

 

 

01.600 18-115 0} 39,580.00 39,580.0:
“Aasnevemeo voce ORAL grpxterty

-01.000 EA  1e~e99

34,500.00 — -34,500.0¢
ADVANCE PAYNENT

 

ORIGINAL INVOICE (REMIT NUS. CURRENCY ONY)

69LE0OTLS",NUMBER,,
0001136698.tif,"Ted ates & company, inc /advertising

UAXT 8% BROWN & WILLIAMSON TOBACCO CORP “PRODUCTION ESTIMATE REPORT ACI4
Touer kN KOOL NATURALS.

23th P PRINT PROD GILLING T¥PE _pRoGResstVE

JO3,  Fc1676 SALES PRESENTATION (NATIONAL) RUN ON JUN20/79 AT 17249 PAGE 1

ESTIMATE NUMBERS XKeMTSC-7642 BrLLinc” 2600 w MILL ST

W/E de TALENT FEE. FOR VOECEMOVER. ADDRESS LOUISVILLE KY. 40201

NZE. Ste CREATIVE 52,500.00, OXSSOLVE UNIT 4250.00

SOUND STUIG= #1510000; AAT STUDIO® 3275.00,

WORK coor coursston | onzcimas
"" pot | SEARS |

 

06 PHOTOGREHRS FEE zero 500.00
12 WecuaNTCALs reRo 50.00
36 woDEL FEE 2R0 200.00
45 TweaGRAPHY 2eR0 50.09
64 mISCELLANEOUS zero 4610.09
TO Ne¥e SALES TAK zero 232.80

rovats (ner)
COMMISSIONS,
TOTALS (cROsS) | 5042.80

 

SLIDES* $210,005 ole Sti0ee $373.0
Seno teewe ESTIMATE 15 SATED ON JOD AS OF THIS DATE:

GAANGES, TH. OFS [GN, TYPOGRAPHY) LLUSTRATIGN

PUATES WEEOEDS{TC MAY ALTER FIWAL CHARGES.

 

contacts,
curent.

 

¥ any ie 99 rd

Peb-07a7 — bh9/1n, & Gave

cat aecesece wees YY A aaa",,,
500090960+-0961.tif,"Set I>
Services of 6 artists
(3 month AFTRA payments)

5% Comm,

Shipping charges re:
Spot #4143, 45

Packing, postage and air-expressage-
lists attached /

 

Postage ro: scripts and(commerc{als
sent to spot stations -\lists afteched

Not cash payable November 10, 1955

Ww
10-31-55

  

Collie

GE REGonY HAT

 

FALLED ON WILLIAM ESTY INVOICE $10-280 dated Ootoder 25, 1955.

To: ""Came) Cigarettes"" Miscellaneous Radio Charges

1,122.00
168.30

6.57

~~ 25931
$2,322.28",,,
2048163101.tif,"sete vee WR MMe Naka

 

 

 

 

 

 

HIDULILY INVESIMENTS.
WMORHIEWGF SERVICES 2U1>190469 1 321 02-07-89 02-14-89 009954 718154107 18 +
10 PHILIP MORRIS COS — REF/321/8101 170962

— a ""ING —

—___ een 43l2

109 5/8 ee ‘
No joes ore
FIDELITY BROKERAGE SERVICES INC

 

FMT COTTE FRP A/C
PeCe BOX 945

 

GREGORY N CONNOLLY PS
FBO GREGORY N CGNNOLLY P/ADM BOSTON
399 COMMON ST SC
BELMONT MA 02178 020 02178 swewacrnew vose
— ‘Foorexcnalae
‘ACCOUNT CARE Tr A TOVALPRAGIAl SEACES CORDORE TN FREE TN BSGETRITE ESET

 

974i
° ALL ORDERS ARE UNSOLICITED UNLESS SPECIFIED AS SOLICITED ABOVE

Torestesoz",,,
0001219548.tif,"Ted Bates a compa *y.inc /advertising

Yo_SRON 6 vILLIANIOS rouAceD OORPONTIIA

BUDGET# 50 ‘¢8. 30

SBA ~Yoa.2
Whey",,,
502197661.tif,"410 EAST 62nd STREET, NEW YORK, N.Y. 10021
212-371-7700

 

 

  

      

~ m. a $ TOBAGO 0D. : . UNITED PARCEL SERVICE a
oem Pew ee
emma, ""onoe | OSvaiebw
a Bere

WE ANE PLEASED TO ADVISE THAT A SHIPMENT OF THE FOLLOWING SAMPL E(S) HAS BEEN
MADI_10 YOU ON THE DATE AND VIA THE METHOD INDICATED ABOVE

WE HOPE 10 RECEIVE YOUR COMMENTS AFTER YOU HAVE EVALUATED THE PRODUCT(S)
SUUMITTED, AND IF YOU SHOULD WISH FURTHER INFORMATION OR SAMPLES, PLEASE DO
NOT HESITATE TO CONTACT EITHER THE UNDERSIGNED AT OUR GENERAL OFFICES SHOWN

 

      
  

 

 

 

 

 

 

 

 

 

 

 

 

  
 
  
 

 

      

 

 

 

 

 

 

 

 

  

ABOVE.OR
- — — at ne sins |
‘Sample Description Recommended Price i
2 07S PROTOVANOL ""C"" COUMARIN REPLACEMENT WL-398 80-100 gm/ $11.25/lb in |
pat 100 kg chewing | 400 Ib drum | |
‘tobacco |
NATURAL & ARTIFICIAL PEACH FLAVOR WL-15,581 800-1000 ony $8.00/1b in
100 kg chewing | 400 lb drum
‘tobacco
NATURAL & ARTIFICIAL BLACK RASPBERRY FLAVOR 600-800 ons/ | $3.00/Ib in
WI-17,070 100 kg chewing | 400 lb drum
‘tobacco
NATURAL TUTTI FRUITI FLAVOR WL-15,716 600-800 gm/ $7.00/1b in
100 kg chewing | 400 1b drum
‘tobacco
NATURAL & ARTIFICIAL FRUIT FLAVOR WL-17,030 600-800- gms/ $2.75/lb in
. 100 kg chewing | 400 1b drum
‘tobacco
NATURAL & ARTIFICIAL FIG FLAVOR WL-17,649 400-600 gms/ $18.00/lb in
100 kg chewing | 400 Ib drum
‘tobacco
NATURAL & ARTIFICIAL PRUNE FLAVOR WL-17,650 450-650 gms/ $23.00/lb in
100 kg chewing | 400 1b drum
‘tobacco
F.O.B.
—....___. - — ——L yn
— ""SINCERELY, )
6/12/84 Op Liles Vtsetee-€.
Flavor Coordinating Dept.
Picts NDICATED ARE F.0.. VENDOR'S PLANT AND SUBJECT TO REVIEW 4 DAYS FROM DATE INDICATED ABOVE 3
a gS)
customer cory",,,
0011847771.tif,"6 49498
Zidell Sales Co., Inc.

 

 

 

 

 

Jenene rs = Candies ~ Tohuccos
~ Peers | Gift Items - Noyeltios ~ Gloves - Drug Sundries
1 foweae Fountain & School Supplies
TT feest Phone AD 2.3377 118-120 No. 3rd St
P| rorai $1. Joseph, Moen oa I
GROUPE | Name a _
= ft A cracs

.. ALL MERCHANDISE SOLD FOR RESALE ONLY —
Total Cigarettes A (Rogular)

   
   
   
 
 
   
 

ea

 

~~ leetstes| | Total Cigarettes B - Kings) :
~_ffoiraten | | Total Cigarettes C (Fier)

el tora} -
GROUPG

1 [Winton —

      

Mertbore
love cts,",,,
506593684+-3684.tif,"— Long, Haymes & Carr Inc. 40 Charlois Bhd, Box 5627 Winston-Salem. NC 271B (919)765-3630
‘Advertising '& Marketing “Member of the American Association of Advertising Agencies

PRODUCTION ESTIMATE

 

 

@ hent: R.J. Reynolds Tobacco Co. Page 1of 1
""™ MAGNA Date: 10/21/87
“Media: Transit EstimateNo: H7MSCO20MR1

Job Description’ MALL DISPLAY - 50""X40"" ~ JobNo: 8984
EXRTHOURRE —SSOSSStCtCS

 

Estimate

 

 

 

 

| Revised]
ised ‘Fetual Difference

 

 

Photostat $ 35.00 $ 35.00 $ 0.00
Mechanical-Assenb}y 180.00 180.00 D.00
Mechanical-Type 150.00 - 150.00 0.00
Mechanical-stat 20.00 20.00 | 0.00
Printing-OOn 6,500.00 6,750.00 +250.00
& ‘TOTAL Ths 6,885.00 $ 7,135.00 $_+250.00

 

Cofments Section

Photostat: 3 legal
Mechenical-Assenbly: 1 original
Mechanical-Type:|| Copy
Mechanical-stat:|| 2 position
Printing-OOH: Qpantity 50

Reason for Revision

Ri-To include coWts for 1/1/88 posting.
Printing-OoH:|| Quantity 100

 

   

04-72-7150-8040-|
Authorized by M.

Y OF

 

 

 

 

 

 

 

   
 
   
 
    
 

STING DATE

ery 1087 |

ARI/

vege esgog =

Lncore",,,
87147794.tif,"HAZLETON ruuorer

LABORATORIES AMERICA, INC.

  

INVOICE NO.+ 807508

PLEASE SEND PAYMENT -TOr

USE THIS NUMBER
FOR CHECK REMITTANCE
[AND CORRESPONDENCE.

HAZLETON LABORATORIES AMERICA. INC.
PO BOX 25065
RICHMOND, VA 23260 USA

 

DATE! 06-25-88

BILLED TO!

DR. J. D. HECK
LORILLARD RESEARCH CENTER
420 ENGLISH STREET

P.O, BOX 21688
GREENSBORO. NC 27420

 

SPONSOR REFERENCE: i
IDENTIFICATION: ‘PURCHASE ORDER NO. 3

HLA REFERENCE:
PROJECT AUTHORIZATION NO.: 1362 i
COST CENTER: 6130
PROJECT NUMBER: 20988

    

SERVICES RENDERED:
AMES SALMONELLA/MICROSOME REVERSE MUTATION ASSAY

IN TRIPLICATE
FINAL REPORT
ASSAY/PROT «TEST MATERIAL MAILED

 

 

VALUE

 

10337 0 401 8230 1ST SUBM. 06-10-88 1,300.00

TOTAL AMOUNT DUE UPON RECEIPT:

 

   

O?7-12-€¢
Dept 2700
Act. 411)

2
g
q
3
2

GENETICS AND INVITRO TOXICOLOGY DEPARTMENT (G00 290-0001",NO,,
11229690.tif,"vont yt one OOpvHOR BO

 

 

oseszar-2Iz
10711 ""A ""N 'NATIOOUS AYMAVOUE E¥61
NOILYHOdYOD

SLNSWNULSN] W ssid0dd

ae

CTR CONTRACTS 009948",,,
2028726198.tif,"|e yA DY

   
  
 

 

   

 

 

,
fecer er MAL,
Za INBIFO Institut far biologische Forschung GmbH eT Pi }
Verregsorsctung .
Kaumannische Verwaltung DATE-IN
5, AUG. 1991 .
Tellon 02260) 308-1
Toltx (02203) 309-382 A
: Tour eeracrowns
‘Ra ant isopee Fanaa Gah Papo OOK RoR Go rept
Sucapanasse Kan
arch Center B.V.B.A. oe ao tasee ir arosotem
Tollaan 101¢ fio 432082 $04 (612370 0080)
B-1932 Zaventem, St.-Stevens-Woluwe mom
Belgien Irezecnn =
: Ine Sthveden °= ‘
Vows Zocbon AEB/MDM. 41 WM
Rat No.
at Koln, 31.Ju2/92
RECHNUNG > Nt : ris
al Zanung bite angaden ow

 

Seu:  Sozialversicherungebeitrige Juli 1992 .

Wir berechnen-Ihnen. fiir die von uns in-Threm .
Auftrag abgefiihrten Sozialversicherungs- 3

beitrage fit Ihre Mitarbeiter gem4p Anlage’ | NS,
a)"" Arbéi tnehperanteils +) 5202;50*
by Arbeitgeberanteil: ‘ |, 66101750

 

t

SET9Z28202",,,
86086870_6871.tif,"Bozell Worldwide, Inc.

40 wast 29RD street

mavorce DATE waro1/00

DUE DATE MAY21/09,
cLIENE LAL __LORELLARD ToRACCO conPANY INC.
Pronger spp. YoUTH SMOKING PREVENTION PROG,
Soe NOM 6376 Hngey Man and Child Ad

IVOTCR PROS-007835
page

YORILLARD TOBACCO COMPANY IHC.
YOUR GHOKIRG PREVENTION FROM.
724 GREDN VALLEY RD, BOX 10529
‘Gunsnsnone No 27404

Semis vicroR LINDSLEY

 

 

aia — Tavolee nat
Yon-Commiseionabie Charges 7,328.00

agency Comisoion
invoice Arount

PLEASE PAY THIS AMOUNT 2,325.00

 

7,325.00

 

‘e03-006807 bawo3700 6000.00
PROA-007669 APRII/00 6240.00
PRoa-007922 APRIB/00 6240.00-

 

ORIGINAL

 

 

04898098",Arount,,
2074104159.tif,"courses

Sreareacone. PHILIP MORRIS USA |rotsccouaecseauy
VOUCHE!

uaancqwa conroranon R frovcenwnssr__é
2 esconvonaroo [arena as — 4
[oaTE VOUCHERS PREPARED DUE: 10/25/96 parece, f ""

% Prepon %
. PN george Crady Campaign “ mecove or
823 U.S. Highway 17 (009-060~451~00146-0370 i

Yulee, FL 32097

 

  

 

  

 

 

 

 

 
      
 
 

REPO POR [ERPCARRTTON FOR PRVAUERTS mre pace raqare aoa BOACPRGA]

 

 

 

Political Contribution-Campaign

 

 

 

 

 

 

 

 

PLETE TS TOT ESR ROT
| rerumroswme UD Secectey aay focwarren ‘eatonarioon —[reeumer ——f,
. Henry Turnery |Government irs (14th Floor) |=3@8%9
3 Teasow Fon aeouests =a
ACCOUNTING USE ONLY
. venoont_________courany____‘e-cournteesioo uataacuenrsiostcontonsten)

Vovctien Tree _(unesr 27 2M; 40M; 60.93 603 7.A) VOUCHERMNVOICE DATE _:

   
 
   

 

 

 

 

 

 

 

 

 

6SLPOLYL0Z ;
TEVA

 

 

 

Luneeos conmmacer er
= acirer=. be.
osc», =

   

‘ane00s consmcer os",,,
2015044110.tif,"£800 SECOND AVENUE
() 7th FLOOR
NEW YORK, NY. 10017
(212) 983-9180

Ls, Ic.

October 15, 1986

BY MESSENGER

INVOICE

Charles R. Wall. Esq.
SHOOK, HARDY & BACON
Mercantile Towers, 20th Floor
1101 Walnut Street

Kansas City, MO 64106

Invoice for services according to the 1986 Service Agreement
between Shook, Hardy & Bacon and LS, Inc.

Due November 15, 1986.......-...-+$256,690.00

 

cc: Mr. Skip Gast
David K. Hardy, Esq.
Steven C, Parrish, Esq.

OTTPPOSTO%",Charles,,
80702897.tif,"Te-T-0T
LDV ‘ZL ° 80702897
©

an fbroffumog kouesy 3£/2 9 8507

yaeTIng utes £IBZ0N POFEUTUNTTT ey XAT | T

      

 

= org
/ T-HORT9-HOF 90BIRUOD

 

c TOOT — AKO Mowe *HOR Moy “T
| enueay U3JTs 999

 

       

 

| prerrnser
Lu a]
200°2T ON Te6T ‘T taquezdas
ANIWALVISSOIOANI —o119¢ S¥XaL “‘HAMOM Awod — LISI xOm “Od

dueduioy Suisnreapy
paziup sexay )",,,
0001140924.tif,"‘Ted Bates a company, inc /advertising

CLEENT BM BROWN & WILLIAMSON TOBACCO CORP

Prooucr KH KODL""ATLDS.

MEDIA P) PRINT PRON

Joe"" bc7se1 HISPANIC WORLOYS FAIR now
WC: GAe€NTERTAINMENT. BILLING 1600 'W MIL ST
ADDRESS LOUISVILLE KY. 40201,

EST wo KMEMESC-B0-1+

work. cone

6% WISCELLANEDUS

TE ESTIMATE

PRODUCTION ESTIMATE REPORT ACLS.
BILLING TYPE paocRESSIVE

‘Oe ocT24/79 AY 16,27 PAGE 2

- a.

‘comnzssi0N ‘ORIGINAL,

zeRo ‘6500.00

PRESENT
ESTIMATE

6500.00

 

TOTALS IMET)
CCoMnrssToNs
TOTALS (GROSS)

6500.00

 

semoresee

 

SFIMATE 15 BASED ON JO3 AS OF

25 DATE.

IANGES IN DESIGN TYPOGRAPHY» ILLUSTRATION,

 

‘CHARGES",,,
0001136649.tif,"Jed Bates 5 company, inc /advertising

ST LENT. BH GRCMN € WILLEARSCH TCEACCC CRF —PRECUCTION ESTIMATE REPORT ACI4

Soucr st SUPER ussns
weolA p PRINT PRON. BILLING TPE
Tee | Paee6e EBCKY PCP UP COUFCK INSERT FUN ON MARZO/75 AT 16526 PAGE 4

EeTumave MUMBER® KSU=Bo19=5 BluLinc” 1600. MALL st
SSLARe at SucoTa ROVETSAVE 50 CEATS CH ASL AOERESS LOUISVILLE KY 40201
HAGAL INE (JUNE. TSSUE EBGAYD

We 2e~ PACK PHOTCGRAPHY. ILLUSTRATICR®

work oot comisoron | omreanae | crese

MATE | est aeate ESTIMATE
03 puoToLTaNG/T¥PC 200 1600.00
8 CLR PANTASHELY E80 20000
21 PHOTOSTATS zene 100.06

12 MECHANICALS zeRo 200.00

22 PACK PHOTOGRPUY eRe 450.60
45 CoPRINTS zeK0 zoe.ce
70 Neve SALES TAX zero 22tee0

SHIPPING zero 320.¢0

routs inert
‘commissions

ToTALs 16R0SSI

 

weenctesde ESTANATE 15 GABEE CN JCE AS GF THIS OATES
ENANGES. Ih DESERT YFCGRAPHYy [ILLUSTRBT Tone
TC"" RAY ALTER FINAL CHARGES.

conser shah...
cuseht. Se a
whiy— \b E80ad
whei37 \8 pom e
Blt) |b ga
ener '

 

 

 

 

 

 

 

iY OF Tr nicer Et",,,
2028725803.tif,"_ 2028725803
‘MESSER GRIESHEIM

: “FAKTUYU
GAZIIN nGB
_7

N

 

 

 

 

 

 

 

 

 

 

 

 

 

errr",,,
512018156_512018178.tif,"ROGERS & COWAN INC.

PUBLIC RELATIONS
‘A Shandwvick Company
10000 SANTA MONICA BOULEVARD STE. 400
TOS ANGELES, CALIFORNIA 90067-1007
TELEPHONE 310-201-8800

 

 
  
 

 

R. J. REYNOLDS TOBACCO COMPANY JOB NO 53500
4/30/93 INVOICE # 018489.
PAGE 2
WARNER BROS. 4/17 RENT 72.10
UNITED PARCEL SERVICE POSTAGE 600.00
TELEPHONE / FACSIMILE COSTS 115.91
SCRIPT BREAKDOWN 175.00
INVOICE TOTAL, 2,882.81,
proGRAM: Lo” C[RYC
Group:
task: CXPEVSES CODE: =1k5~
APPROVED:
SUBTASK: on
IECK TO BE DATED!
DETAIL:

 

Vouciie REFH 00/266

wr PALEY Sfo1/23

9ST8 ters

PLEASE ENCLOSE COPY AND REMIT TO:
ROGERS AND COWAN, INC.

PQ BOX 2229/TERMINAL ANNEX

LOS ANGELES, CA. 90051-0229",018489,,
89273045.tif,"Corning Havleton

Gree Road INVOICE

Harrogate, North Yorks :

Ho iy
Uniced Kingdom Saw pee Invoice No: 277
+44 (0) 1483 500011 a

+ 44 (0) 1423 569595 Fax —

Coming leon Led tas ens

Registered in England No 1171833
Regier Otfict 2 shove

MARSHA § BUSS
CORNING Hazleton

CENTER FOR INDOOR AIR RESEARCH

1099 WINTERSON ROAD

SUITE 280

LINTHICUM

 

 

 

000/001
33-gun-95
922

 

Sponsor's Monitor: Max Eisenberg CONTRACT 94-08
He Study Nos: 1360/1 to 6 inclusive

Conduct of a study to measure environmental

tobacco by personal monitoring in European cities

as described in the Application for Research

Contract,

To 3rd quarterly payment due on above stuiy 302,200.00

 

APPROVED FOF: PAYMENT.

 

 

p=
+ Use
+ Zio

 

 

 

 

 

 

 

 

 

tue Pais 7-08
METHOD OF PAYMENT
By Telegraphic Transfer.
To National Westminster Bank PLC,

Cambridge Crescent,

Harrogate, England’HG1 12d Total: € 302,200.00
for our Account No. 00302600 —————
Bank Code 53-50-21 ¥ vac: € 0.00
Please request the National Westminster Bank ——_—-_
to advise and credit inmediately. Anount Due: € 302,200.00
VAT Reg No GB 545 7167 25

Peymat- Ti cot prone formed pyen td urn eu be

sdresed without deny tote Crt Cone, Corning Haziton Lid. 892'73045 OQ
Corning, Pharmaceutical Services oe
Goring Harlton = Corning SiCor- Coming BioPro Corning National Packaging - Corning Besselar «Corning PACT.

 

North America ""Europe [apan = Australia,",Harrogate,,
522544493+-4493.tif,"THE VANCE-WARREN. COMPREHENSIVE HEALTH PLAN

 

Healthco, Inc: The Warren Health Plan :<

P.O. Box 425, 542 W. Ridgeway Street - '

Manson, N.C. 27563 Warrenton, N.C. 27580

(919) 456-2181 0° (919) 257-3141 ey
. : !

hia vo” -PURCHASE ORDER
To Ru, Reynolds Company
P.O. Box 2969

ADDRESS Winston-Salem, NC. 27102 DATE Novernbgr 24, 1908
city ORDER °

 

DO NOT BACKORDER!
A. Fill as much of this order'as |”

SHIP TO The Warren Heelth Plan

     
 
 

 

  
 

   

  
   

 

ADDRESS. ee possible: cancel reniinder Oo. .
6/2 W Ridgeway St i
city Warrenton, NC 27689
QUANTITY y 5 i
— QUANTITY _| IN UNIT-PRICE. | AMOUNT
ORDERED | RECEIVED DESCRIFTION AND PRG :
Brochures:
1 ‘Tobacco: Helping Your Child Say No
1 How To Talk To Your Kids About Not Smoking Even
If Your Do
1 Choices: Helping Your Child Make The RightlOne
, . ;
TOTAL $0.00

 

 

 

 

CHARGE 459, SIGNATURE Heb fiepe 8
APPROVEL

1260-2-14-408 oe
. ~~ z
SIGNATURE CO Bye we SIGNATURE _{Q., Wow §

REQUESTED BY FINANCIAL OFFICER",,,
ti16400077.tif,"POLITICAL CAMPAIGN CONTRIBUTION REQUEST

Date: 10/8/97 State: J Loca: 0

 

 

 

RECIPIENT INFORMATON
‘Name Joe Roberts
(livia Candia Funding Org)
Address PO Box 1362

Bellmawr, NJ 08099

 

‘Current Office and District | Representative, 5
‘Aspired Office and District | same

 

 

 

 

 

 

Party Democrat

Leadership Position

‘Committees “Assembly Appropriations, Joint Budget Oversight,
(hee Chairmnsire) Assembly Task Force on Education Funding

 

CONTRIBUTION INFORMATION

 

‘Amount “TS 500.00
‘Account Code | 1401-7710-NJ-07

‘Check Payable to Friends of Joe Roberts

‘Address
(Only if different from address above)

 

 

 

 

 

Notes next round
(Date needed: fundraiser date: other info, J

 

 

Approved by. —

y, 's signafufe)

Senior Vice President's signature)

    

Revised 2/95

11640-0077",,,
2063235274b.tif,"Tr TTS

88590 | SCHIFF TERHUNE 8844

ETE) INCORPORATED
2/16/79 | 100 WILLIAM STREET» NEW YORK, N.Y. 10096

ASSURE PHILIP MORRIS INC,

 

   

  

 

meee PLEASE DETACH AND RETURN THIS STUB WITH PAYMENT

Pout no. | POUT TERI |e ""IVE Dar | BORATONDATE | REFERENCE INVOICE. invoice NUMER

BINDER #83411 | TYR. 1/29/79 | 1/29/80 | 8844
compas Se cove ruc ha SOOESEA prenu ouE
PROVISIONAL

MIDLAND INS, CO. [EXCESS TOBACCO HEALTH PROD. LIAB. | 15,000.00 &

| &

i @

} x

Location 8

ORIGINAL INVOICE s

SCHIFF TERHUNE INC, sows",NUMER,,
2029371053.tif,"2
L
&
5
—?
S
at

 

 

 

o

Healthy Buildings Internationa

 

Philip Morris
120 Park Avenue, 23rd) Floor
New York, New York 10017

Ms. Mary Pottorff

 

 

HBI Magazine - Germany

To the services of Rita Stark, PR Agent Germany, forthe
period wee through June 1992 in association with

 

HBI Magazine per ANK invoice dated June 16, 1992.
10,717.77 M@ 162 oe ee ee ee eee “$6,615.91 \\

‘Gray Robertson
dh
o

S
Englosure

 

FO O60%1600- 3°! 9989, 7;

hee: Co a estate",dated,,
83565336_5338.tif,"16

83565336",,,
